,Group.1,Group.2,Group.3,x.0%,x.5%
2765,16,31,B,252.59,252.59
124,16.5,31,1,237.01,237.362
421,16.5,31,2,230.47,232.381
877,16.5,31,3,241.48,241.53
1416,16.5,31,4,241.88,242.396
1953,16.5,31,5,243.4,243.4
2599,16.5,31,A,237.74,237.929
2766,16.5,31,B,230.98,232.263
3005,16.5,31,C,237.38,237.617
3407,16.5,31,D,238.67,240.19
3857,16.5,31,E,244.6,245.484
422,17,31,2,249.7,250.298
878,17,31,3,245.9,246.67
1417,17,31,4,244.2,245.075
125,20,31,1,285.24,289.222
423,20,31,2,290.6,292.76
879,20,31,3,290.3,292.74
1418,20,31,4,292.88,293.645
2600,20,31,A,288.61,289.24
2767,20,31,B,290.02,291.808
3006,20,31,C,298.81,299.056
3408,20,31,D,292.12,293.443
3858,20,31,E,297.17,298.335
4230,20,31,F,320.1,321.0305
880,21.5,31,3,335.57,335.785
126,24.5,31,1,360.63,361.998
424,24.5,31,2,369,369.01
881,24.5,31,3,361.31,364.1395
1419,24.5,31,4,362.9,365.86
2601,24.5,31,A,363.39,364.342
2768,24.5,31,B,377.36,378.3985
3007,24.5,31,C,359.2,362.773
3409,24.5,31,D,378.15,378.937
3859,24.5,31,E,374.5,374.571
127,25,31,1,402.1,403.82
882,25,31,3,405.64,406.444
883,16,32,3,217.54,220.9655
1420,16,32,4,215.8,221.278
1954,16,32,5,221.38,222.74
3008,16,32,C,236.81,236.81
3410,16,32,D,218.45,218.5
3860,16,32,E,221.2,222.618
4231,16,32,F,221.87,222.887
4459,16,32,G,216.82,221.975
884,20,32,3,295.53,296.7405
1421,20,32,4,290.57,291.894
1955,20,32,5,309.1,309.52
3009,20,32,C,302.51,302.51
3411,20,32,D,307.83,308.3755
3861,20,32,E,301.9,302.905
4232,20,32,F,305.02,305.8405
425,21,32,2,313.83,313.83
885,21,32,3,296.79,298.7315
1422,21,32,4,291.3,299.312
1956,21,32,5,298.9,300.4225
3010,21,32,C,334.01,334.01
3412,21,32,D,298.83,300.566
3862,21,32,E,300.88,303.576
4233,21,32,F,294.67,296.49
886,24,32,3,334.5,337.928
1423,24,32,4,337.64,347.9425
1957,24,32,5,348.86,353.172
3011,24,32,C,341.46,341.46
3413,24,32,D,336.61,337.359
3863,24,32,E,337.36,338.3665
4234,24,32,F,343.88,345.14
4460,24,32,G,347.09,348.3895
887,25.5,32,3,388.92,390.354
3864,26.5,32,E,391.72,393.1875
4235,26.5,32,F,404.77,404.858
128,17,33,1,237.44,237.741
426,17,33,2,245.96,245.96
888,17,33,3,249.73,250.127
1424,17,33,4,239.2,244.6
1958,17,33,5,243.1,245.305
129,17.5,33,1,248.88,249.123
427,17.5,33,2,241.69,242.9325
889,17.5,33,3,253.22,253.346
1425,17.5,33,4,240.48,245.84
1959,17.5,33,5,247.96,248.5975
2769,17.5,33,B,244.5,244.7065
3012,17.5,33,C,247.7,248.86
3414,17.5,33,D,244.44,246.42
3865,17.5,33,E,239.3,246.038
4236,17.5,33,F,244.74,245.622
4461,17.5,33,G,242.2,245.828
890,18,33,3,257.18,259.642
1426,18,33,4,254.4,254.674
1960,18,33,5,290.05,290.05
428,19,33,2,269.3,269.945
891,19,33,3,265,270.865
1427,19,33,4,256.2,274.5
1961,19,33,5,275.4,275.95
429,19.5,33,2,279.5,279.7465
892,19.5,33,3,278.84,280.391
1428,19.5,33,4,275.9,279.44
1962,19.5,33,5,292.76,293.861
2770,19.5,33,B,279,279.102
3013,19.5,33,C,279.6,281
3415,19.5,33,D,274,274.679
3866,19.5,33,E,282,283.157
4237,19.5,33,F,277.7,282.248
4462,19.5,33,G,278,280.8435
893,20,33,3,287.6,287.651
1429,20,33,4,287.8,290.32
1963,20,33,5,302.7,302.7
3416,20,33,D,321.02,321.02
4238,20,33,F,329.59,329.59
430,21,33,2,308.03,308.044
894,21,33,3,317.8,319.003
1430,21,33,4,302.1,307.94
1964,21,33,5,307.7,311.3
2771,21.5,33,B,333.94,334.954
3417,21.5,33,D,324.31,324.466
3867,21.5,33,E,304.8,306.415
4239,21.5,33,F,316.03,316.489
4463,21.5,33,G,322.9,323.135
431,22,33,2,317.51,318.359
895,22,33,3,318.77,319.472
1431,22,33,4,311.72,313.752
2772,22,33,B,325.36,326.468
3418,22,33,D,258.2,288.824
3868,22,33,E,322.73,324.17
4240,22,33,F,316.98,318.312
4464,22,33,G,318.01,319.837
130,22.5,33,1,317.1,317.165
432,22.5,33,2,329.62,331.236
896,22.5,33,3,320.2,323.741
1432,22.5,33,4,320.9,331.785
3869,22.5,33,E,350.9,350.9
433,24,33,2,365.43,366.1285
897,24,33,3,341.5,343.3785
1433,24,33,4,348.6,348.852
3014,24,33,C,352.5,352.824
3419,24,33,D,352.2,356.162
3870,24,33,E,347.8,350.908
4241,24,33,F,365.77,365.87
4465,24,33,G,361.25,361.544
434,25,33,2,400.16,400.16
898,25,33,3,368.9,374.535
1434,25,33,4,360.5,365.27
1965,25,33,5,383.23,383.421
899,28.5,33,3,464.85,465.052
1435,28.5,33,4,483.69,483.845
1436,29,33,4,456.64,457.905
1966,29,33,5,479.5,480.017
131,5.15,34,1,59.72,59.7605
435,5.15,34,2,59.69,59.745
900,5.15,34,3,61.44,61.44
1437,5.15,34,4,60.16,60.31
1967,5.15,34,5,59.53,60.304
2602,5.15,34,A,59.72,59.735
2773,5.15,34,B,59.76,59.944
3015,5.15,34,C,59.24,59.5585
3420,5.15,34,D,60.9,60.9335
4242,5.15,34,F,65.16,65.417
132,6.04,34,1,70.48,70.5565
436,6.04,34,2,71.57,71.584
901,6.04,34,3,71.83,71.855
1438,6.04,34,4,72.78,72.8875
1968,6.04,34,5,72.19,72.346
2603,6.04,34,A,69.81,70.056
2774,6.04,34,B,71.96,72.041
3016,6.04,34,C,71.01,71.157
3421,6.04,34,D,71.56,71.684
3871,6.04,34,E,72.8,72.8095
902,6.5,34,3,85.1,85.1
133,7,34,1,82.71,82.935
437,7,34,2,82.6,83.281
903,7,34,3,83.01,83.452
1439,7,34,4,84.19,84.19
1969,7,34,5,83.82,84.9
2604,7,34,A,83.02,83.138
2775,7,34,B,81.5,81.976
3017,7,34,C,83.39,83.4845
3422,7,34,D,85.52,85.55
3872,7,34,E,84.96,85.048
2605,7.29,34,A,86.36,86.4575
2776,7.29,34,B,88.66,88.66
3018,7.29,34,C,87.2,87.2
3423,7.29,34,D,87.58,87.58
134,8,34,1,93.59,94.51
438,8,34,2,96.15,96.4135
904,8,34,3,100.8,100.955
1440,8,34,4,96.25,96.796
1970,8,34,5,99.81,99.81
2606,8,34,A,96.78,96.824
2777,8,34,B,96.65,96.686
3019,8,34,C,97.69,98.104
3424,8,34,D,98.52,98.542
3873,8,34,E,97.27,97.4075
1441,8.03,34,4,96.46,96.592
1971,8.03,34,5,98.69,98.69
439,9,34,2,115.71,115.71
905,9,34,3,110.68,110.914
1972,9,34,5,114.33,114.342
2778,9,34,B,111.7,111.885
3020,9,34,C,111.91,111.91
3425,9,34,D,114.35,114.406
3874,9,34,E,114.05,114.2435
4243,9,34,F,117.64,117.9155
135,10.03,34,1,123.53,123.995
440,10.03,34,2,123.54,123.909
906,10.03,34,3,125.17,125.295
1442,10.03,34,4,124.81,125.76
1973,10.03,34,5,125.35,126.422
2607,10.03,34,A,122.34,122.6
2779,10.03,34,B,124.11,124.1575
3021,10.03,34,C,123.23,125.22
3426,10.03,34,D,125.55,126.024
3875,10.03,34,E,127.68,127.87
4244,10.03,34,F,129.2,129.279
136,11.02,34,1,137.66,137.8445
441,11.02,34,2,142.27,142.27
1443,11.02,34,4,138.22,138.22
1974,11.02,34,5,139.24,140.1
2608,11.02,34,A,136.54,136.6165
2780,11.02,34,B,139.65,139.692
3427,11.02,34,D,139.67,139.759
3876,11.02,34,E,142.3,142.3
137,12.02,34,1,148.26,150.6925
442,12.02,34,2,150.9,151.4855
907,12.02,34,3,149.96,150.429
1444,12.02,34,4,153.3,154.275
1975,12.02,34,5,153.09,153.4775
2609,12.02,34,A,150.29,150.4825
2781,12.02,34,B,156.43,156.43
3022,12.02,34,C,152.63,153.086
3877,12.02,34,E,155.12,155.12
138,13.28,34,1,167.91,168.405
443,13.28,34,2,172.05,172.05
908,13.28,34,3,168.33,168.766
1445,13.28,34,4,183.62,183.62
1976,13.28,34,5,169.76,169.893
2610,13.28,34,A,165.46,165.8425
3023,13.28,34,C,166.67,166.967
3428,13.28,34,D,168.65,169.0205
3878,13.28,34,E,170.22,170.451
444,16,34,2,224.91,224.91
1446,16,34,4,210.68,212.55
1977,16,34,5,212.61,212.75
2782,16,34,B,207.86,207.86
3024,16,34,C,207.41,208.7575
3429,16,34,D,209.13,209.232
139,16.5,34,1,229.5,231.37
445,16.5,34,2,230.9,233.69
909,16.5,34,3,230.03,234.995
1447,16.5,34,4,229,230.72
2611,16.5,34,A,228.52,229.51
2783,16.5,34,B,233.58,233.982
3025,16.5,34,C,234.99,235.078
3430,16.5,34,D,232.79,234.4175
3879,16.5,34,E,228.92,230.5625
446,17,34,2,240.8,242.221
910,17,34,3,238.84,242.053
3431,17,34,D,247.63,247.63
911,18.5,34,3,272.7,274.31
1448,18.5,34,4,280.16,283.0475
3026,18.5,34,C,273.64,273.6435
3432,18.5,34,D,279.26,279.435
447,19,34,2,273.81,274.3785
912,19,34,3,275.23,276.1975
1449,19,34,4,270.8,271.814
3027,19,34,C,276.31,277.006
3433,19,34,D,278.24,278.37
3880,19,34,E,274.1,274.1045
4245,19,34,F,287.72,287.72
140,20,34,1,300.2,300.928
448,20,34,2,297.1,297.128
141,21,34,1,288.52,288.646
449,21,34,2,334.3,334.83
913,21,34,3,296.53,297.252
1450,21,34,4,307.6,307.725
2612,21,34,A,291.34,293.815
2784,21,34,B,312.92,312.92
3028,21,34,C,318.11,318.11
3434,21,34,D,300.82,303.732
3881,21,34,E,308.09,308.6765
914,22.5,34,3,332.82,338.832
1451,22.5,34,4,355.5,356.68
3435,22.5,34,D,345.52,347.128
142,24,34,1,358.3,359.482
450,24,34,2,364.83,365.816
915,24,34,3,356.16,356.622
143,24.5,34,1,351.82,355.948
451,24.5,34,2,352,352.4815
916,24.5,34,3,353.63,354.062
1452,24.5,34,4,353.16,355.568
2613,24.5,34,A,350.01,350.495
2785,24.5,34,B,359.58,359.58
3029,24.5,34,C,352.28,353.0675
3436,24.5,34,D,356.84,358.1625
3882,24.5,34,E,356.01,357.729
4246,24.5,34,F,380.28,380.28
144,26.5,34,1,387.95,388.0375
917,26.5,34,3,403.4,405.801
452,5,35,2,58.94,58.94
918,5,35,3,59.02,59.185
1453,5,35,4,58.26,58.7055
1978,5,35,5,57.81,59.088
2331,5,35,6,59.06,59.43
2786,5,35,B,58.66,58.71
3030,5,35,C,59.6,59.63
3437,5,35,D,58.97,59.522
3883,5,35,E,59.27,59.36
4247,5,35,F,58.88,59.0555
4466,5,35,G,66.75,66.75
145,6,35,1,70.74,70.83
453,6,35,2,70.58,70.658
919,6,35,3,72.23,72.3605
1454,6,35,4,71.6,72.23
1979,6,35,5,71.6,72.455
2332,6,35,6,71.06,72.653
2614,6,35,A,70.64,71.068
2787,6,35,B,74.06,74.06
3031,6,35,C,71.37,72.021
3438,6,35,D,72.42,72.564
3884,6,35,E,72.2,72.56
4248,6,35,F,72.35,72.572
4467,6,35,G,75.41,75.6305
454,7,35,2,83.58,83.796
920,7,35,3,83.55,83.59
1455,7,35,4,84.57,84.96
1980,7,35,5,84.49,85.1505
2333,7,35,6,84.67,84.847
3032,7,35,C,83.95,84.185
3439,7,35,D,84.2,84.625
3885,7,35,E,86.35,86.557
4249,7,35,F,87.63,87.7315
4468,7,35,G,88.44,88.5795
921,8,35,3,102.28,102.313
1456,8,35,4,103.98,103.98
1981,8,35,5,101.71,101.863
2334,8,35,6,102.11,102.1415
3033,8,35,C,101.34,101.383
3440,8,35,D,99.68,99.7
3886,8,35,E,103.06,103.09
4250,8,35,F,100.49,100.586
455,8.01,35,2,97.8,98.784
922,8.01,35,3,98.96,98.9785
1457,8.01,35,4,98.49,99.036
1982,8.01,35,5,98.24,98.8175
2335,8.01,35,6,98.78,99.934
2788,8.01,35,B,99.29,99.29
3441,8.01,35,D,98.84,101.05
3887,8.01,35,E,99.88,99.989
4251,8.01,35,F,98.33,98.486
1983,9.04,35,5,113.62,114.463
2336,9.04,35,6,115.26,115.26
3442,9.04,35,D,115.21,115.9425
3888,9.04,35,E,112.99,113.028
146,10.15,35,1,127.32,127.568
923,10.15,35,3,130.54,130.622
1458,10.15,35,4,128.05,128.5775
1984,10.15,35,5,128.85,129.318
2337,10.15,35,6,129.2,129.426
2615,10.15,35,A,126.6,126.675
3034,10.15,35,C,130.81,131.1635
3443,10.15,35,D,127.26,127.287
3889,10.15,35,E,128.12,128.336
4252,10.15,35,F,130.14,131.232
4469,10.15,35,G,129.71,129.774
1459,12.42,35,4,156.9,157.3575
1985,12.42,35,5,160.36,161.42
2338,12.42,35,6,160.11,161.5425
3444,12.42,35,D,158.71,158.9
3890,12.42,35,E,160.75,161.384
4253,12.42,35,F,160.05,160.4245
4470,12.42,35,G,160.95,161.319
1460,14.44,35,4,188.85,188.85
1986,14.44,35,5,188.83,189.238
3445,14.44,35,D,187.9,188.17
3891,14.44,35,E,186.46,187.118
4254,14.44,35,F,192.41,192.656
147,16,35,1,234.9,235.76
456,16,35,2,239.5,240.4475
924,16,35,3,233.28,235.336
1461,16,35,4,230.38,234.966
1987,16,35,5,237.1,240.1
2616,16,35,A,230.61,231.18
2789,16,35,B,243.32,244.135
3035,16,35,C,240.6,241.0545
3446,16,35,D,231.91,233.551
3892,16,35,E,229.9,234.819
4255,16,35,F,227.46,231.291
4471,16,35,G,228.8,230.501
457,16.09,35,2,207.48,207.7365
925,16.09,35,3,213.17,213.672
1462,16.09,35,4,211.1,211.635
1988,16.09,35,5,211.53,212.324
2339,16.09,35,6,211.18,212.972
2790,16.09,35,B,206.09,206.28
3447,16.09,35,D,209.03,209.492
3893,16.09,35,E,211.33,211.87
4256,16.09,35,F,240.57,240.57
1463,16.5,35,4,242.8,244.1455
1989,16.5,35,5,250.6,250.6
3036,16.5,35,C,245.67,246.3055
3894,16.5,35,E,259.27,259.27
458,20,35,2,320.31,320.371
926,20,35,3,313.62,315.092
1464,20,35,4,290.78,298.39
1990,20,35,5,296.61,297.51
2791,20,35,B,318.25,318.853
3037,20,35,C,304,304.887
3448,20,35,D,302.84,303.115
3895,20,35,E,287.84,294.76
4257,20,35,F,305.49,305.8805
4472,20,35,G,288.5,297.776
459,22,35,2,324.92,326.256
1465,22,35,4,331.7,331.832
1991,22,35,5,336.3,336.5025
148,24,35,1,356.1,356.69
460,24,35,2,371.8,371.8
927,24,35,3,352,352.9975
1466,24,35,4,354.77,358.055
1992,24,35,5,345.88,349.698
2792,24,35,B,355.6,355.6
3038,24,35,C,354.78,355.953
3449,24,35,D,356.6,359.6915
3896,24,35,E,361.6,363.088
4258,24,35,F,372.8,373.2455
149,5,36,1,56.87,56.9975
461,5,36,2,60.08,60.0925
1467,5,36,4,58.68,58.89
1993,5,36,5,58.15,58.17
2617,5,36,A,57.88,58.14
2793,5,36,B,57.94,58.1785
3039,5,36,C,59.3,59.342
150,6,36,1,69.64,69.88
462,6,36,2,69.87,69.9135
928,6,36,3,70.58,70.58
1468,6,36,4,70.35,70.359
1994,6,36,5,70.96,71.436
2618,6,36,A,71.02,71.101
2794,6,36,B,70.59,70.67
3040,6,36,C,71.43,71.55
3450,6,36,D,70.69,70.846
151,7,36,1,82.48,82.636
463,7,36,2,82.72,82.986
929,7,36,3,82.82,83.224
1469,7,36,4,84.02,84.241
2619,7,36,A,82.69,83.088
2795,7,36,B,82.99,83.374
3041,7,36,C,82.63,83.1515
3451,7,36,D,86.4,86.7015
3897,7,36,E,86.25,86.25
4259,7,36,F,85.98,85.98
152,8,36,1,94.07,94.621
464,8,36,2,95.18,96.875
930,8,36,3,94.99,95.574
1470,8,36,4,98.26,98.4755
1995,8,36,5,97.73,97.766
2620,8,36,A,94.54,95.0075
3042,8,36,C,95.47,96.13
3452,8,36,D,96.32,96.7175
3898,8,36,E,99.32,99.409
153,9,36,1,107.26,107.805
465,9,36,2,107.48,107.664
2621,9,36,A,109.66,110.219
2796,9,36,B,107.28,107.4045
154,10,36,1,120.13,121.412
466,10,36,2,122.59,122.6425
931,10,36,3,122.22,122.672
1471,10,36,4,124.83,124.9525
1996,10,36,5,124.96,124.988
2340,10,36,6,122.4,123.152
2622,10,36,A,121.42,121.6785
2797,10,36,B,122.14,122.305
3453,10,36,D,123.7,123.841
3899,10,36,E,123.94,124.272
155,12,36,1,146.07,148.379
467,12,36,2,148.57,148.88
932,12,36,3,147.07,148.824
1472,12,36,4,154.53,154.593
1997,12,36,5,152.05,152.548
2623,12,36,A,148.18,148.915
2798,12,36,B,147.13,148.054
3043,12,36,C,148.54,149.0585
3454,12,36,D,156.57,156.598
3900,12,36,E,152.18,152.29
4260,12,36,F,150.51,150.673
468,14,36,2,173.33,173.995
1473,14,36,4,173.69,175.595
2799,14,36,B,177.56,177.6255
156,16,36,1,198.64,200.84
469,16,36,2,215.1,215.1
933,16,36,3,203.01,204.945
2624,16,36,A,201.11,201.902
2800,16,36,B,207.92,207.92
3044,16,36,C,215.72,215.72
157,18,36,1,238.52,238.52
470,18,36,2,227.93,228.0015
2801,18,36,B,231.22,231.3865
471,16.5,37,2,234.3,234.63
934,16.5,37,3,237.12,237.64
1474,16.5,37,4,232.28,234.58
1998,16.5,37,5,237.6,238.14
935,17,37,3,233,233.055
1475,17,37,4,229.55,232.374
1999,17,37,5,231.95,237.0325
2802,17,37,B,232,232.135
3045,17,37,C,239.97,240.458
3455,17,37,D,229.57,233.733
3901,17,37,E,232.72,236.614
4261,17,37,F,233.33,234.494
4473,17,37,G,236.21,237.227
472,19,37,2,255.5,255.5
936,19,37,3,255.6,260.4925
1476,19,37,4,259.25,262.95
2000,19,37,5,256.3,259.7
3046,19,37,C,269.84,270.086
3456,19,37,D,262.01,263.403
3902,19,37,E,269.83,269.8795
4262,19,37,F,267.6,268.8125
4474,19,37,G,270,270.102
158,21.5,37,1,303.55,303.735
473,21.5,37,2,310.21,310.534
937,21.5,37,3,305.16,307.104
1477,21.5,37,4,312.3,313.11
2001,21.5,37,5,304.9,309.157
3903,21.5,37,E,321.29,323.174
474,22,37,2,300.11,301.5905
938,22,37,3,320.49,320.49
1478,22,37,4,297.9,308.05
2002,22,37,5,303.45,311.3095
2803,22,37,B,311.91,312.0225
3047,22,37,C,314.47,315.205
3457,22,37,D,305.47,310.392
3904,22,37,E,304.13,310.0905
4263,22,37,F,308.32,310.6
4475,22,37,G,308.37,308.526
939,26.5,37,3,369.6,374.1485
1479,26.5,37,4,385.12,385.29
2003,26.5,37,5,395.16,396.421
940,27,37,3,385.6,385.995
1480,27,37,4,381.56,383.314
2004,27,37,5,376.58,381.62
3048,27,37,C,387.24,387.536
3458,27,37,D,389.1,389.7025
3905,27,37,E,392.9,392.9455
4264,27,37,F,398.45,399.7275
475,5.06,38,2,58.05,58.05
941,5.06,38,3,57.71,58.052
1481,5.06,38,4,58.21,58.8975
2005,5.06,38,5,57.6,59.03
2341,5.06,38,6,58.81,59.325
3049,5.06,38,C,59.05,59.182
3459,5.06,38,D,57.98,58.365
3906,5.06,38,E,59.74,59.938
159,6.07,38,1,71.17,71.6065
476,6.07,38,2,71.74,71.8635
942,6.07,38,3,72.07,72.388
1482,6.07,38,4,72.32,72.44
2006,6.07,38,5,72.7,73.041
2342,6.07,38,6,71.51,72.388
2482,6.07,38,7,75.98,76.021
2625,6.07,38,A,72.77,73.1285
3460,6.07,38,D,73.42,73.613
3907,6.07,38,E,71.85,71.8755
4265,6.07,38,F,72.35,72.525
4476,6.07,38,G,72.29,72.7895
4572,6.07,38,H,73.31,73.376
477,8.25,38,2,101.94,102.465
943,8.25,38,3,102.17,102.3545
1483,8.25,38,4,101.46,102.0095
2007,8.25,38,5,100.71,101.435
2343,8.25,38,6,102.68,103.157
2483,8.25,38,7,106.25,106.25
3050,8.25,38,C,101.68,102.485
3461,8.25,38,D,102.9,103.0875
3908,8.25,38,E,100.75,103.6715
4266,8.25,38,F,107.17,107.31
4477,8.25,38,G,102.47,103.395
4573,8.25,38,H,103.65,103.65
478,8.34,38,2,102.25,103.375
944,8.34,38,3,106.5,106.604
1484,8.34,38,4,102.26,104.396
2008,8.34,38,5,103.73,104.6065
2344,8.34,38,6,103.06,103.956
2009,9,38,5,115.69,115.69
479,9.97,38,2,128.13,128.13
945,9.97,38,3,129.02,129.21
1485,9.97,38,4,126.09,126.16
2010,9.97,38,5,126.24,127.298
2345,9.97,38,6,126.24,126.886
2484,9.97,38,7,131.37,131.37
3462,9.97,38,D,124.51,125.6785
3909,9.97,38,E,124.66,125.617
4267,9.97,38,F,125.76,126.328
4574,9.97,38,H,130.07,130.07
160,10.23,38,1,131.24,131.24
480,10.23,38,2,127.13,127.4715
946,10.23,38,3,130.41,130.49
1486,10.23,38,4,129.54,129.6525
2011,10.23,38,5,129.83,130.613
2346,10.23,38,6,129.38,130.245
161,14.07,38,1,180.08,180.9035
481,14.07,38,2,184.37,184.37
947,14.07,38,3,180.06,180.408
1487,14.07,38,4,179.78,182.342
2012,14.07,38,5,183.27,184.107
2347,14.07,38,6,181.86,182.9445
2485,14.07,38,7,188.63,188.63
2626,14.07,38,A,183.08,183.2125
2804,14.07,38,B,181.31,181.31
3051,14.07,38,C,207.37,207.37
3463,14.07,38,D,182.33,183.262
3910,14.07,38,E,182.19,182.892
4268,14.07,38,F,185.73,185.756
4478,14.07,38,G,183.73,184.31
4575,14.07,38,H,185.3,185.3
948,16.04,38,3,210.02,210.349
2013,16.04,38,5,207.39,207.87
2348,16.04,38,6,214.39,215.52
3464,16.04,38,D,208.97,209.222
4269,16.04,38,F,207.93,208.704
949,16,39,3,232.2,232.28
1488,16,39,4,225.23,226.6265
2014,16,39,5,245.16,245.17
482,16.5,39,2,221.9,222.16
950,16.5,39,3,220.88,223.323
1489,16.5,39,4,223,227.134
2015,16.5,39,5,223.3,228.879
3052,16.5,39,C,234.21,234.575
3465,16.5,39,D,226.52,234.289
3911,16.5,39,E,225.84,230.062
4270,16.5,39,F,228.24,231.3
4479,16.5,39,G,233.09,233.72
483,20.5,39,2,293.39,293.8545
951,20.5,39,3,291.09,292.6735
1490,20.5,39,4,283.2,287.645
2016,20.5,39,5,286.7,289.46
3053,20.5,39,C,294.25,296.532
3466,20.5,39,D,291.37,294.4115
3912,20.5,39,E,294.33,297.128
4271,20.5,39,F,301.61,303.09
4480,20.5,39,G,311,313.747
952,24,39,3,348.7,349.438
1491,24,39,4,355.23,355.784
2017,24,39,5,357.71,358.8825
953,24.5,39,3,349.79,350.9465
1492,24.5,39,4,233.7,348.029
2018,24.5,39,5,382.5,382.713
3054,24.5,39,C,431.39,431.39
3467,24.5,39,D,351.1,356.887
3913,24.5,39,E,353.11,357.465
4272,24.5,39,F,356.86,356.995
954,27,39,3,397.01,397.082
3468,27,39,D,408.73,409.191
484,16,40,2,225.5,225.86
955,16,40,3,213.6,213.607
1493,16,40,4,215.03,219.377
2019,16,40,5,216.52,220.195
2805,16,40,B,254.43,254.43
3469,16,40,D,215.53,218.6
3914,16,40,E,219.28,222.017
4273,16,40,F,220.91,222.744
4481,16,40,G,220.75,221.777
956,17,40,3,253.34,256.067
1494,17,40,4,257.85,257.85
2020,17,40,5,262.11,262.161
3055,17,40,C,261.94,261.94
3470,17,40,D,253.17,253.78
3915,17,40,E,246.64,248.6335
4274,17,40,F,252.86,252.86
1495,18,40,4,251,256.991
2021,18,40,5,259.4,261.1
957,20,40,3,285.8,295.34
1496,20,40,4,295.4,297.05
2022,20,40,5,302.1,302.2615
3916,20,40,E,291.48,292.904
4275,20,40,F,310.57,310.57
958,21,40,3,294.2,297.38
1497,21,40,4,286.6,293.7025
2023,21,40,5,300.3,301.105
3056,21,40,C,328.64,328.64
3471,21,40,D,292.95,293.094
3917,21,40,E,290.84,302.186
4276,21,40,F,315,315.612
4482,21,40,G,309.3,310.3575
959,25.5,40,3,357.64,357.997
1498,25.5,40,4,365,370.313
2024,25.5,40,5,360.2,364.241
3472,25.5,40,D,372.17,372.3025
3918,25.5,40,E,379.31,385.099
4277,25.5,40,F,371.87,373.4265
960,26,40,3,410.83,411.4055
1499,26,40,4,387.57,388.54
2025,26,40,5,398.04,399.723
485,5,41,2,64.11,64.11
961,5,41,3,60.84,61.035
1500,5,41,4,62.94,63.126
2026,5,41,5,61.96,62.0455
2349,5,41,6,63.21,63.22
3473,5,41,D,62.12,62.32
3919,5,41,E,61.34,61.7
4278,5,41,F,61.36,61.87
162,6,41,1,74.2,74.284
486,6,41,2,74.58,74.712
962,6,41,3,74.82,75.02
1501,6,41,4,75.21,75.454
2027,6,41,5,74.92,75.11
2350,6,41,6,75.36,76.042
2627,6,41,A,73.76,73.962
3057,6,41,C,74.37,74.415
3474,6,41,D,73.61,74.484
3920,6,41,E,75.21,75.456
4279,6,41,F,83.24,83.272
163,8.02,41,1,101.24,101.896
487,8.02,41,2,102.93,102.955
963,8.02,41,3,102.68,102.995
1502,8.02,41,4,102.74,103.091
2028,8.02,41,5,103.09,103.37
2351,8.02,41,6,103.96,104.2075
2628,8.02,41,A,102.81,102.821
2806,8.02,41,B,103.18,103.1935
3058,8.02,41,C,102.79,103.361
3475,8.02,41,D,100.64,101.08
3921,8.02,41,E,103.47,103.708
4280,8.02,41,F,102.44,102.601
164,10.03,41,1,130.3,130.3
488,10.03,41,2,129.48,129.8965
964,10.03,41,3,129.58,129.9825
1503,10.03,41,4,130.96,131.644
2029,10.03,41,5,129.81,130.844
2352,10.03,41,6,131.9,132.1955
3059,10.03,41,C,128.64,128.8025
3476,10.03,41,D,129.7,129.848
3922,10.03,41,E,128.41,129.419
4281,10.03,41,F,132.86,133.292
165,12.04,41,1,154.1,154.667
489,12.04,41,2,162.16,162.16
965,12.04,41,3,153.72,155.16
1504,12.04,41,4,156.3,157.184
2030,12.04,41,5,155.51,156.9865
2353,12.04,41,6,156.86,157.543
3060,12.04,41,C,157.52,157.856
3477,12.04,41,D,154.11,155.97
3923,12.04,41,E,155.7,155.76
4282,12.04,41,F,155.3,156.0125
966,17.1,41,3,230.75,230.75
1505,17.1,41,4,222.97,223.558
2031,17.1,41,5,220.67,222.9735
3478,17.1,41,D,223.59,224.422
3924,17.1,41,E,222.55,223.447
4283,17.1,41,F,225.35,225.554
490,17.98,41,2,237.07,237.07
967,17.98,41,3,238.89,239.2455
1506,17.98,41,4,234.62,236.4425
2032,17.98,41,5,236.39,237.974
3061,17.98,41,C,234.18,235.109
3479,17.98,41,D,234.59,235.16
3925,17.98,41,E,238.87,240.402
2033,21.55,41,5,288.4,291.5185
3926,21.55,41,E,288.99,289.132
968,5,42,3,56.82,57.052
1507,5,42,4,56.76,57.005
2034,5,42,5,56.01,57.196
2354,5,42,6,57.28,57.649
3062,5,42,C,56.02,56.214
3480,5,42,D,57.04,57.1475
3927,5,42,E,57.5,57.506
166,6,42,1,76.36,76.36
491,6,42,2,70.98,71.1155
969,6,42,3,69.25,69.486
1508,6,42,4,69.15,69.53
2035,6,42,5,69.79,70.0705
2355,6,42,6,68.68,69.69
3063,6,42,C,69.44,69.551
3481,6,42,D,68.59,69.22
3928,6,42,E,69.58,69.652
4284,6,42,F,69.14,69.4865
4483,6,42,G,70.03,70.46
167,7,42,1,81.04,81.166
492,7,42,2,82.31,82.31
970,7,42,3,81.94,82.255
1509,7,42,4,82.27,82.508
2036,7,42,5,81.84,82.566
2356,7,42,6,83.88,83.901
2629,7,42,A,84.47,84.47
3064,7,42,C,81.64,81.748
3482,7,42,D,81.52,81.634
3929,7,42,E,82.46,82.512
